Blinking, 0.82323
Blinking, 4.51464
Blinking, 7.18549
Blinking, 8.5837
Blinking, 15.07464
Blinking, 15.939875
Blinking, 21.822942
Blinking, 25.597745
Blinking, 29.7974
Blinking, 34.494776
Blinking, 37.04
Blinking, 38.43612
Blinking, 39.34
Blinking, 40.324572
Blinking, 41.186212
Blinking, 42.168428
Blinking, 43.198168
Blinking, 45.213272
Blinking, 45.38
Blinking, 49.4
Blinking, 54.570697
Blinking, 56.343841
Blinking, 57.083486
Blinking, 57.947081
Blinking, 58.856864
Blinking, 64.564419
Blinking, 67.062537
Blinking, 69.551249
Blinking, 70.456397
Blinking, 71.239349
Blinking, 72.02
Blinking, 72.38917
Blinking, 72.717737
Blinking, 73.331878
Blinking, 83.303558
Blinking, 85.641217
